timestamp,model_key,model_id,experiment_group,config_name,config_details,query_idx,query,faithfulness,relevancy,faithfulness_raw,relevancy_raw,retrieval_latency_s,generation_latency_s,total_latency_s,n_retrieved_chunks,top_chunk_semantic_score,top_chunk_bm25_score,top_chunk_reranker_score,top_chunk_rrf_score,answer_snippet
2026-04-05T07:51:42,aya23_8b,CohereForAI/aya-23-8B,llm_model,aya23_8b,model=CohereForAI/aya-23-8B | recursive+hybrid+rerank+topk5+temp0.3,0,پاکستان کا ریاستی مذہب کیا ہے؟,1.0,1.0,Score: 1.0,Score: 1.0,0.851,1.715,2.566,5.0,0.604366302,10.885955678513447,0.9154110550880432,0.0161852719229768,جواب: اسلام
2026-04-05T07:52:08,aya23_8b,CohereForAI/aya-23-8B,llm_model,aya23_8b,model=CohereForAI/aya-23-8B | recursive+hybrid+rerank+topk5+temp0.3,1,پاکستان میں قومی اسمبلی کی مدت کتنی ہے؟,1.0,1.0,Score: 1.0,Score: 1.0,0.692,1.881,2.573,5.0,0.672912657,0.0,0.811014711856842,0.0098360655737704,پاکستان میں قومی اسمبلی کی مدت ۵ سال ہے۔
2026-04-05T07:53:25,aya23_8b,CohereForAI/aya-23-8B,llm_model,aya23_8b,model=CohereForAI/aya-23-8B | recursive+hybrid+rerank+topk5+temp0.3,2,اگر کسی شخص کو غلط طریقے سے گرفتار کیا جائے تو اسے کیا حقوق حاصل ہیں؟,0.3,0.5,Score: 0.3  The generated answer includes several claims about rights and protections that are not directly supported by the retrieved context. The context primarily discusses procedural protections r,Score: 0.5,0.919,40.459,41.378,5.0,0.630876601,17.99049333262344,0.3053524196147918,0.0163934426229508,اگر کسی شخص کو غلط طریقے سے یا بدون کھٹھرے کے دلیل گرفتار کیا جائے تو اس کے چند حقوق ہیں جو حاصل ہو سکتے ہیں:  1. زندگی: اس کے زندگی کا حق، ایک بنیادی
2026-04-05T07:54:15,aya23_8b,CohereForAI/aya-23-8B,llm_model,aya23_8b,model=CohereForAI/aya-23-8B | recursive+hybrid+rerank+topk5+temp0.3,3,انسانی عزت کے بارے میں پاکستان کے آئین میں کیا کہا گیا ہے؟,0.0,1.0,"Score: 0.0  The generated answer discusses the concept of human dignity and its protection in the context of the Constitution of Pakistan, which is not directly supported by the retrieved context. The",Score: 1.0,0.658,15.045,15.703,5.0,0.539651871,0.0,0.0048636537976562,0.0078947368421052,پاکستان کے آئین میں انسانی عزت کے بارے میں ایک واضح بیان کیا گیا ہے کہ ہر انسان کو اپنے ذاتی حقوق اور عزت کا حصہ ہے۔ یہ حق ہر انسان کو احترام، کرامت ا
2026-04-05T07:54:52,aya23_8b,CohereForAI/aya-23-8B,llm_model,aya23_8b,model=CohereForAI/aya-23-8B | recursive+hybrid+rerank+topk5+temp0.3,4,وزیر اعظم کو برطرف کرنے کے لیے کیا طریقہ کار ہے؟,0.5,0.5,"Score: 0.5  The generated answer states that ""وہ اپنے عہدے پر برطرف ہو سکتا ہے"" (he",Score: 0.5,0.659,2.53,3.189,5.0,0.613946915,17.5251852019347,0.6038388013839722,0.0159323770491803,وہ اپنے عہدے پر برطرف ہو سکتا ہے۔
2026-04-05T07:56:11,aya23_8b,CohereForAI/aya-23-8B,llm_model,aya23_8b,model=CohereForAI/aya-23-8B | recursive+hybrid+rerank+topk5+temp0.3,5,پاکستان میں جنگ کی صورت میں کیا ہوتا ہے؟ حکومت کو کیا اختیارات مل جاتے ہیں؟,0.7,0.7,"Score: 0.7  The answer captures some elements from the retrieved context, such as the role of the President in declaring an emergency situation and the establishment of protected forces. However, it i",Score: 0.7,0.748,46.25,46.998,5.0,0.601711273,14.922360990531535,0.3536903262138366,0.0148056244830438,پاکستان میں جنگ کے زمانے میں، دولت کے پاس کرنل سیکوریتی کرے رہنے کا اختیار ہے اور اس کے ساتھ ملکی مصلحتوں میں شامل ہے۔ ہنگامی احکام میں بات ہے کہ اگر 
2026-04-05T07:56:50,aya23_8b,CohereForAI/aya-23-8B,llm_model,aya23_8b,model=CohereForAI/aya-23-8B | recursive+hybrid+rerank+topk5+temp0.3,6,عدالت عظمیٰ براہ راست کوئی مقدمہ سن سکتی ہے یا پہلے نچلی عدالت میں جانا ضروری ہے؟,0.0,1.0,"Score: 0.0  The generated answer claims that the Supreme Court will directly hear a case, which is not supported by the retrieved context. The context discusses the Supreme Court's jurisdiction and co",Score: 1.0,0.759,2.528,3.287,5.0,0.592298508,0.0,0.3376058638095855,0.009090909090909,جواب: عدالت عظمیٰ براہ راست کوئی مقدمہ سنے گا۔
2026-04-05T07:57:55,aya23_8b,CohereForAI/aya-23-8B,llm_model,aya23_8b,model=CohereForAI/aya-23-8B | recursive+hybrid+rerank+topk5+temp0.3,7,وفاقی شرعی عدالت کیا کام کرتی ہے؟,0.0,0.0,Score: 0.0,Score: 0.0,0.707,44.822,45.529,5.0,0.558176041,0.0,0.6552330851554871,0.0088235294117647,وفاقی شرعی عدالت ایک ہے جو کہ ایک نئی کونڈیسیڈ کے طور پر کونڈیسیڈ کے بعد کے ھر کونڈیسیڈ کے بارے میں تصمیم دینا اور اپیل کرنا ہے۔ یہ عدالت ایک ہے جو کہ
2026-04-05T07:58:27,aya23_8b,CohereForAI/aya-23-8B,llm_model,aya23_8b,model=CohereForAI/aya-23-8B | recursive+hybrid+rerank+topk5+temp0.3,8,پاکستان کا ریاستی مذہب کیا ہے اور یہ آئین میں کہاں لکھا ہے؟,1.0,1.0,Score: 1.0,Score: 1.0,0.674,6.979,7.653,5.0,0.0,15.579849717886768,0.7889633774757385,0.0063492063492063,"پاکستان کا ریاستی مذہب اسلام ہے۔ یہ آئین میں ہیں لکھا ہے:  ""اسلام پاکستان کا مملکتی مذہب ہوگا۔""  آئین میں یہ بھی ہے کہ پاکستان کے جمہوریت، آزادی، مساو"
2026-04-05T07:59:30,aya23_8b,CohereForAI/aya-23-8B,llm_model,aya23_8b,model=CohereForAI/aya-23-8B | recursive+hybrid+rerank+topk5+temp0.3,9,عدالت عظمیٰ کے جج کب ریٹائر ہوتے ہیں؟,0.0,0.0,"Score: 0.0  The generated answer does not accurately reflect the content of the retrieved context. It introduces concepts and terms not present in the context, such as ""ڈھیلے"" and ""ہڈ",Score: 0.0,0.654,36.68,37.334,5.0,0.0,14.047872358131984,0.3007635772228241,0.0064516129032258,جو جو کہ عدالت عظمیٰ ہے، وہ جج ہوتی ہے جب کہ وہ اپنے منصبی کے کھیلے ہوتی ہے اور وہ ہڈھڑھ جاتا ہے۔ اس کے بعد، وہ جج ہوتی ہے جب وہ اپنے منصبی کے کھیلے ہ
2026-04-05T07:59:48,aya23_8b,CohereForAI/aya-23-8B,top_k_final,topk_3,TOP_K_FINAL=3,0,پاکستان کا ریاستی مذہب کیا ہے؟,1.0,1.0,Score: 1.0,Score: 1.0,0.569,0.82,1.389,3.0,0.57942009,0.0,0.8683549165725708,0.0096774193548387,جواب: اسلام
2026-04-05T08:00:07,aya23_8b,CohereForAI/aya-23-8B,top_k_final,topk_3,TOP_K_FINAL=3,1,پاکستان میں قومی اسمبلی کی مدت کتنی ہے؟,1.0,1.0,Score: 1.0,Score: 1.0,0.599,1.631,2.23,3.0,0.675315917,0.0,0.8372418284416199,0.0095238095238095,پاکستان میں قومی اسمبلی کی مدت ۵ سال ہے۔
2026-04-05T08:00:43,aya23_8b,CohereForAI/aya-23-8B,top_k_final,topk_3,TOP_K_FINAL=3,2,اگر کسی شخص کو غلط طریقے سے گرفتار کیا جائے تو اسے کیا حقوق حاصل ہیں؟,0.5,0.2,Score: 0.5,Score: 0.2,0.602,22.146,22.748,3.0,0.626972258,0.0,0.1686624437570572,0.0095238095238095,اگر کسی شخص کو غلط طریقے سے گرفتار کیا جائے تو اس کا حق ہے کہ وہ جوڑھا جائے گا اور اس کا معالاج کرنے کے لیے مشورہ لیا جائے گا۔ اس کا حق ہے کہ وہ نہیں 
2026-04-05T08:01:07,aya23_8b,CohereForAI/aya-23-8B,top_k_final,topk_3,TOP_K_FINAL=3,3,انسانی عزت کے بارے میں پاکستان کے آئین میں کیا کہا گیا ہے؟,0.7,0.5,Score: 0.7,Score: 0.5,0.599,8.812,9.411,3.0,0.58180809,0.0,0.4141124486923218,0.0084507042253521,پاکستان کے قانون میں انسانی عزت کا بھی ارزش ہے اور وہ ہر شخص کو محترم کہتے ہیں، چارھڑھ کر بھی نہیں رہے۔ اس کے مطابق، ہر شخص کو اپنے حقوق اور عزت کی حص
2026-04-05T08:01:41,aya23_8b,CohereForAI/aya-23-8B,top_k_final,topk_3,TOP_K_FINAL=3,4,وزیر اعظم کو برطرف کرنے کے لیے کیا طریقہ کار ہے؟,0.7,1.0,Score: 0.7,Score: 1.0,0.669,17.676,18.345,3.0,0.0,17.5251852019347,0.6038388013839722,0.0065573770491803,جو کہ تو ہے، وزیر اعظم کے عہدے کو برطرف کرنے کے لیے ایک طریقہ ہے کہ وہ استعفیٰ کر دے۔ اس کے بعد، صدر وزیر اعظم کے مشورے پر اسے عہدے سے برطرف کرنے کے ل
2026-04-05T08:02:41,aya23_8b,CohereForAI/aya-23-8B,top_k_final,topk_3,TOP_K_FINAL=3,5,پاکستان میں جنگ کی صورت میں کیا ہوتا ہے؟ حکومت کو کیا اختیارات مل جاتے ہیں؟,0.0,0.0,Score: 0.0,Score: 0.0,0.748,44.292,45.04,3.0,0.601711273,14.922360990531535,0.3536903262138366,0.0140834290088021,جواب: پاکستان میں جنگ کی صورت میں، دولت کے پاس کھارتی کے لئے ایک قوی نظام ہوتی ہے. ہنگامی احکام کی طرح، دولت کو ایک قوی ہنگامی ہنگامی ہنگامی ہنگامی ہن
2026-04-05T08:03:03,aya23_8b,CohereForAI/aya-23-8B,top_k_final,topk_3,TOP_K_FINAL=3,6,عدالت عظمیٰ براہ راست کوئی مقدمہ سن سکتی ہے یا پہلے نچلی عدالت میں جانا ضروری ہے؟,0.5,1.0,Score: 0.5,Score: 1.0,0.739,2.15,2.889,3.0,0.592298508,0.0,0.3376058638095855,0.0083333333333333,جواب: عدالت عظمیٰ براہ راست کوئی مقدمہ سن سکتی ہے۔
